0.197087,1324.233154
0.209952,1341.864746
0.222817,1475.375488
0.235682,1532.868652
0.248547,1659.479004
0.261411,1741.622559
0.274276,1815.778320
0.287141,1967.679199
0.300006,2117.548828
0.312871,2001.493164
0.325735,1919.771484
0.338600,1994.400879
0.351465,2164.990723
0.364330,2313.678711
0.377195,2352.823730
0.390059,2282.314453
0.402924,2182.685547
0.415789,2135.036133
0.428654,2192.980957
0.441519,2318.515137
0.454383,2324.088867
0.467248,2315.333008
0.480113,2356.451172
0.492978,2364.466309
0.505843,2400.991699
0.518707,2400.358398
0.531572,2321.544922
0.544437,2377.014648
0.557302,2476.298340
0.570167,2509.101074
0.583031,2583.588867
0.595896,2628.893555
0.608761,2638.467773
0.621626,2717.762695
0.634490,2790.170410
0.647355,2812.119141
0.660220,2846.627930
0.673085,2871.632812
0.685950,2928.973633
0.698814,3082.695801
0.711679,3182.076172
0.724544,3231.508789
0.737409,3305.757324
0.750274,3340.962402
0.763138,3356.057129
0.776003,3356.590820
0.788868,3382.164551
0.801733,3391.139160
0.814598,3438.542236
0.827462,3474.060791
0.840327,3526.163330
0.853192,3587.522461
0.866057,3663.089844
0.878922,3721.189453
0.891786,3748.480469
0.904651,3787.341797
0.917516,3819.723877
0.930381,3859.492432
0.943246,3947.468994
0.956110,4033.838135
0.968975,4114.291992
0.981840,4179.089355
0.994705,4236.719727
1.007570,4307.230469
1.020434,4424.270020
1.033299,4498.238770
1.046164,4565.897461
1.059029,4647.980469
1.071894,4810.361328
1.084758,4944.771973
1.097623,5093.003906
1.110488,5236.799805
1.123353,5379.444336
1.136218,5528.039062
1.149082,5651.259277
1.161947,5810.788086
1.174812,6007.960938
1.187677,6231.781738
1.200541,6444.996094
1.213406,6689.425781
1.226271,6944.802246
1.239136,7231.195312
1.252001,7509.193359
1.264865,7795.705078
1.277730,8097.947266
1.290595,8395.060547
1.303460,8676.449219
1.316325,8964.967773
1.329189,9301.069336
1.342054,9638.243164
1.354919,9934.142578
1.367784,10256.402344
1.380649,10594.472656
1.393513,10965.313477
1.406378,11277.828125
1.419243,11538.449219
1.432108,11766.853516
1.444973,11972.830078
1.457837,12174.500000
1.470702,12313.471680
1.483567,12372.363281
1.496432,12430.057617
1.509297,12496.730469
1.522161,12493.409180
1.535026,12421.561523
1.547891,12288.194336
1.560756,12149.809570
1.573621,12006.527344
1.586485,11831.715820
1.599350,11604.160156
1.612215,11365.890625
1.625080,11184.920898
1.637945,10971.372070
1.650809,10702.827148
1.663674,10436.684570
1.676539,10168.970703
1.689404,9835.074219
1.702269,9526.899414
1.715133,9272.733398
1.727998,8992.226562
1.740863,8742.610352
1.753728,8516.995117
1.766592,8281.866211
1.779457,8046.704102
1.792322,7848.099609
1.805187,7650.255371
1.818052,7419.566895
1.830916,7216.035156
1.843781,7054.424805
1.856646,6910.602539
1.869511,6727.227539
1.882376,6538.500000
1.895240,6392.500977
1.908105,6233.528809
1.920970,6065.893555
